ID,Fecha de publicación,Título de la clase,Descripción,Autor citado
10,7/9/2022,Clase 4: La “inclusión” como desafío en las clases del PIT,"Les proponemos, para finalizar, un ejercicio de análisis. O podríamos precisar, siguiendo el enfoque de Hannah Arendt que adoptamos en el módulo, un ejercicio de pensamiento sobre la enseñanza en el PIT. En el marco de esta proposición, organizamos esta última clase en dos partes que tributan a ese ejercicio de pensamiento: En primer lugar, compartiremos con ustedes algunas citas de Hanna Arendt con la intención de situar y ampliar el enfoque y los conceptos centrales que organizaron el módulo. Luego, introducimos el concepto de escena que desarrolla Jacques Rancière y que Inés Dussel retoma para pensar la escena de una clase. Un ejercicio similar al que les proponemos realizar, puede decirse, a modo de inspiración. Al final de la clase, les dejamos un texto que recupera el estudio exploratorio sobre la enseñanza en el pluricurso en los PIT que se realizó en 2018-2019.",Dussel
10,7/9/2022,Clase 4: La “inclusión” como desafío en las clases del PIT,"Les proponemos, para finalizar, un ejercicio de análisis. O podríamos precisar, siguiendo el enfoque de Hannah Arendt que adoptamos en el módulo, un ejercicio de pensamiento sobre la enseñanza en el PIT. En el marco de esta proposición, organizamos esta última clase en dos partes que tributan a ese ejercicio de pensamiento: En primer lugar, compartiremos con ustedes algunas citas de Hanna Arendt con la intención de situar y ampliar el enfoque y los conceptos centrales que organizaron el módulo. Luego, introducimos el concepto de escena que desarrolla Jacques Rancière y que Inés Dussel retoma para pensar la escena de una clase. Un ejercicio similar al que les proponemos realizar, puede decirse, a modo de inspiración. Al final de la clase, les dejamos un texto que recupera el estudio exploratorio sobre la enseñanza en el pluricurso en los PIT que se realizó en 2018-2019.",Pulfer
10,7/9/2022,Clase 4: La “inclusión” como desafío en las clases del PIT,"Les proponemos, para finalizar, un ejercicio de análisis. O podríamos precisar, siguiendo el enfoque de Hannah Arendt que adoptamos en el módulo, un ejercicio de pensamiento sobre la enseñanza en el PIT. En el marco de esta proposición, organizamos esta última clase en dos partes que tributan a ese ejercicio de pensamiento: En primer lugar, compartiremos con ustedes algunas citas de Hanna Arendt con la intención de situar y ampliar el enfoque y los conceptos centrales que organizaron el módulo. Luego, introducimos el concepto de escena que desarrolla Jacques Rancière y que Inés Dussel retoma para pensar la escena de una clase. Un ejercicio similar al que les proponemos realizar, puede decirse, a modo de inspiración. Al final de la clase, les dejamos un texto que recupera el estudio exploratorio sobre la enseñanza en el pluricurso en los PIT que se realizó en 2018-2019.",Masschelein
10,7/9/2022,Clase 4: La “inclusión” como desafío en las clases del PIT,"Les proponemos, para finalizar, un ejercicio de análisis. O podríamos precisar, siguiendo el enfoque de Hannah Arendt que adoptamos en el módulo, un ejercicio de pensamiento sobre la enseñanza en el PIT. En el marco de esta proposición, organizamos esta última clase en dos partes que tributan a ese ejercicio de pensamiento: En primer lugar, compartiremos con ustedes algunas citas de Hanna Arendt con la intención de situar y ampliar el enfoque y los conceptos centrales que organizaron el módulo. Luego, introducimos el concepto de escena que desarrolla Jacques Rancière y que Inés Dussel retoma para pensar la escena de una clase. Un ejercicio similar al que les proponemos realizar, puede decirse, a modo de inspiración. Al final de la clase, les dejamos un texto que recupera el estudio exploratorio sobre la enseñanza en el pluricurso en los PIT que se realizó en 2018-2019.",Simons
10,7/9/2022,Clase 4: La “inclusión” como desafío en las clases del PIT,"Les proponemos, para finalizar, un ejercicio de análisis. O podríamos precisar, siguiendo el enfoque de Hannah Arendt que adoptamos en el módulo, un ejercicio de pensamiento sobre la enseñanza en el PIT. En el marco de esta proposición, organizamos esta última clase en dos partes que tributan a ese ejercicio de pensamiento: En primer lugar, compartiremos con ustedes algunas citas de Hanna Arendt con la intención de situar y ampliar el enfoque y los conceptos centrales que organizaron el módulo. Luego, introducimos el concepto de escena que desarrolla Jacques Rancière y que Inés Dussel retoma para pensar la escena de una clase. Un ejercicio similar al que les proponemos realizar, puede decirse, a modo de inspiración. Al final de la clase, les dejamos un texto que recupera el estudio exploratorio sobre la enseñanza en el pluricurso en los PIT que se realizó en 2018-2019.",Meirieu
11,24/8/2022,Clase 1: Tiempo de estudio. Exploración de prácticas con tecnologías digitales,"Les proponemos estudiar tres prácticas particulares que llevan a cabo las personas con tecnologías digitales —esto es, las distintas actividades que realizan de manera cotidiana, constante y repetida dentro de un grupo o comunidad—. 
• Publiqué una historia
• ¿Me compartís la ubicación?
• Escribamos entre todos
Vamos a explorar cada una de estas prácticas teniendo en cuenta que las propias tecnologías, así como sus contextos de uso, están tejidas de múltiples dimensiones que es necesario atender para comprender las características del singular vínculo que entablamos los sujetos con dichas tecnologías, en este caso, digitales. ",Freire
11,24/8/2022,Clase 1: Tiempo de estudio. Exploración de prácticas con tecnologías digitales,"Les proponemos estudiar tres prácticas particulares que llevan a cabo las personas con tecnologías digitales —esto es, las distintas actividades que realizan de manera cotidiana, constante y repetida dentro de un grupo o comunidad—. 
• Publiqué una historia
• ¿Me compartís la ubicación?
• Escribamos entre todos
Vamos a explorar cada una de estas prácticas teniendo en cuenta que las propias tecnologías, así como sus contextos de uso, están tejidas de múltiples dimensiones que es necesario atender para comprender las características del singular vínculo que entablamos los sujetos con dichas tecnologías, en este caso, digitales. ",Masschelein|Simons
12,7/9/2022,Clase 2: Tiempo de estudio. Mapeo colectivo inicial,"La propuesta de esta clase y las siguientes consiste en comenzar un ejercicio de transformación de un conocimiento disciplinar en una versión didáctica de ese objeto de saber. En particular, en esta clase les proponemos recuperar el registro realizado en la actividad de acreditación de la clase anterior, como insumo para un trabajo colectivo. La intención es que puedan enriquecer esa mirada —inicial e incipiente— a partir de la problematización de la práctica elegida y de la recuperación de contenidos e ideas centrales de los seminarios que conforman la Especialización. El proceso de trabajo será grupal mediante la metodología del mapeo colectivo. ",Bijker
12,7/9/2022,Clase 2: Tiempo de estudio. Mapeo colectivo inicial,"La propuesta de esta clase y las siguientes consiste en comenzar un ejercicio de transformación de un conocimiento disciplinar en una versión didáctica de ese objeto de saber. En particular, en esta clase les proponemos recuperar el registro realizado en la actividad de acreditación de la clase anterior, como insumo para un trabajo colectivo. La intención es que puedan enriquecer esa mirada —inicial e incipiente— a partir de la problematización de la práctica elegida y de la recuperación de contenidos e ideas centrales de los seminarios que conforman la Especialización. El proceso de trabajo será grupal mediante la metodología del mapeo colectivo. ",Dussel
12,7/9/2022,Clase 2: Tiempo de estudio. Mapeo colectivo inicial,"La propuesta de esta clase y las siguientes consiste en comenzar un ejercicio de transformación de un conocimiento disciplinar en una versión didáctica de ese objeto de saber. En particular, en esta clase les proponemos recuperar el registro realizado en la actividad de acreditación de la clase anterior, como insumo para un trabajo colectivo. La intención es que puedan enriquecer esa mirada —inicial e incipiente— a partir de la problematización de la práctica elegida y de la recuperación de contenidos e ideas centrales de los seminarios que conforman la Especialización. El proceso de trabajo será grupal mediante la metodología del mapeo colectivo. ",Pinch
12,7/9/2022,Clase 2: Tiempo de estudio. Mapeo colectivo inicial,"La propuesta de esta clase y las siguientes consiste en comenzar un ejercicio de transformación de un conocimiento disciplinar en una versión didáctica de ese objeto de saber. En particular, en esta clase les proponemos recuperar el registro realizado en la actividad de acreditación de la clase anterior, como insumo para un trabajo colectivo. La intención es que puedan enriquecer esa mirada —inicial e incipiente— a partir de la problematización de la práctica elegida y de la recuperación de contenidos e ideas centrales de los seminarios que conforman la Especialización. El proceso de trabajo será grupal mediante la metodología del mapeo colectivo. ",Risler
12,7/9/2022,Clase 2: Tiempo de estudio. Mapeo colectivo inicial,"La propuesta de esta clase y las siguientes consiste en comenzar un ejercicio de transformación de un conocimiento disciplinar en una versión didáctica de ese objeto de saber. En particular, en esta clase les proponemos recuperar el registro realizado en la actividad de acreditación de la clase anterior, como insumo para un trabajo colectivo. La intención es que puedan enriquecer esa mirada —inicial e incipiente— a partir de la problematización de la práctica elegida y de la recuperación de contenidos e ideas centrales de los seminarios que conforman la Especialización. El proceso de trabajo será grupal mediante la metodología del mapeo colectivo. ",Ares
13,21/9/2022,Clase 3: Tiempo de estudio. Mapeo colectivo por capas,"La propuesta consistirá en volver a transitar los seminarios de la Especialización, ahora, con la mirada de especialistas. Siempre con “los lentes” de la práctica con tecnología elegida, buscaremos ahondar en diversos aspectos de ella, a través de los saberes ofrecidos en la carrera. En esta elaboración del mapeo colectivo, realizaremos una aproximación multicapa. Las diferentes capas de análisis nos permitirán profundizar en el problema, manteniendo una relativa simplicidad en el mapeo. Cada uno de los ejes de la Especialización será una capa, elaborada en su propio territorio. Finalmente, la  práctica quedará representada con la unión, es decir, la superposición de todas las capas que nos darán una visión compleja y caleidoscópica de ese territorio. ",Alonso Alemany
14,12/10/2022,Clase 4: Tiempo propositivo. Escritura de una fundamentación,"En la presente clase, nos proponemos comenzar un ejercicio de transformación tomando como objeto la práctica mapeada, para transformarla progresivamente en objeto de enseñanza. Por lo tanto, se ofrecerán pistas y orientaciones que les permitirán construir un texto reflexivo, argumentativo y de carácter individual que se constituirá como fundamentación de la propuesta de enseñanza solicitada en el DTF. De esta manera, dicha escritura se presenta como un texto bisagra entre los dos grandes momentos del seminario: el de estudio reflexivo y el propositivo. ",Anijovich
14,12/10/2022,Clase 4: Tiempo propositivo. Escritura de una fundamentación,"En la presente clase, nos proponemos comenzar un ejercicio de transformación tomando como objeto la práctica mapeada, para transformarla progresivamente en objeto de enseñanza. Por lo tanto, se ofrecerán pistas y orientaciones que les permitirán construir un texto reflexivo, argumentativo y de carácter individual que se constituirá como fundamentación de la propuesta de enseñanza solicitada en el DTF. De esta manera, dicha escritura se presenta como un texto bisagra entre los dos grandes momentos del seminario: el de estudio reflexivo y el propositivo. ",Mora
14,12/10/2022,Clase 4: Tiempo propositivo. Escritura de una fundamentación,"En la presente clase, nos proponemos comenzar un ejercicio de transformación tomando como objeto la práctica mapeada, para transformarla progresivamente en objeto de enseñanza. Por lo tanto, se ofrecerán pistas y orientaciones que les permitirán construir un texto reflexivo, argumentativo y de carácter individual que se constituirá como fundamentación de la propuesta de enseñanza solicitada en el DTF. De esta manera, dicha escritura se presenta como un texto bisagra entre los dos grandes momentos del seminario: el de estudio reflexivo y el propositivo. ",Chevallard
14,12/10/2022,Clase 4: Tiempo propositivo. Escritura de una fundamentación,"En la presente clase, nos proponemos comenzar un ejercicio de transformación tomando como objeto la práctica mapeada, para transformarla progresivamente en objeto de enseñanza. Por lo tanto, se ofrecerán pistas y orientaciones que les permitirán construir un texto reflexivo, argumentativo y de carácter individual que se constituirá como fundamentación de la propuesta de enseñanza solicitada en el DTF. De esta manera, dicha escritura se presenta como un texto bisagra entre los dos grandes momentos del seminario: el de estudio reflexivo y el propositivo. ",Davini
14,12/10/2022,Clase 4: Tiempo propositivo. Escritura de una fundamentación,"En la presente clase, nos proponemos comenzar un ejercicio de transformación tomando como objeto la práctica mapeada, para transformarla progresivamente en objeto de enseñanza. Por lo tanto, se ofrecerán pistas y orientaciones que les permitirán construir un texto reflexivo, argumentativo y de carácter individual que se constituirá como fundamentación de la propuesta de enseñanza solicitada en el DTF. De esta manera, dicha escritura se presenta como un texto bisagra entre los dos grandes momentos del seminario: el de estudio reflexivo y el propositivo. ",Flower
14,12/10/2022,Clase 4: Tiempo propositivo. Escritura de una fundamentación,"En la presente clase, nos proponemos comenzar un ejercicio de transformación tomando como objeto la práctica mapeada, para transformarla progresivamente en objeto de enseñanza. Por lo tanto, se ofrecerán pistas y orientaciones que les permitirán construir un texto reflexivo, argumentativo y de carácter individual que se constituirá como fundamentación de la propuesta de enseñanza solicitada en el DTF. De esta manera, dicha escritura se presenta como un texto bisagra entre los dos grandes momentos del seminario: el de estudio reflexivo y el propositivo. ",Hayes
14,12/10/2022,Clase 4: Tiempo propositivo. Escritura de una fundamentación,"En la presente clase, nos proponemos comenzar un ejercicio de transformación tomando como objeto la práctica mapeada, para transformarla progresivamente en objeto de enseñanza. Por lo tanto, se ofrecerán pistas y orientaciones que les permitirán construir un texto reflexivo, argumentativo y de carácter individual que se constituirá como fundamentación de la propuesta de enseñanza solicitada en el DTF. De esta manera, dicha escritura se presenta como un texto bisagra entre los dos grandes momentos del seminario: el de estudio reflexivo y el propositivo. ",Gutiérrez
14,12/10/2022,Clase 4: Tiempo propositivo. Escritura de una fundamentación,"En la presente clase, nos proponemos comenzar un ejercicio de transformación tomando como objeto la práctica mapeada, para transformarla progresivamente en objeto de enseñanza. Por lo tanto, se ofrecerán pistas y orientaciones que les permitirán construir un texto reflexivo, argumentativo y de carácter individual que se constituirá como fundamentación de la propuesta de enseñanza solicitada en el DTF. De esta manera, dicha escritura se presenta como un texto bisagra entre los dos grandes momentos del seminario: el de estudio reflexivo y el propositivo. ",Litwin
14,12/10/2022,Clase 4: Tiempo propositivo. Escritura de una fundamentación,"En la presente clase, nos proponemos comenzar un ejercicio de transformación tomando como objeto la práctica mapeada, para transformarla progresivamente en objeto de enseñanza. Por lo tanto, se ofrecerán pistas y orientaciones que les permitirán construir un texto reflexivo, argumentativo y de carácter individual que se constituirá como fundamentación de la propuesta de enseñanza solicitada en el DTF. De esta manera, dicha escritura se presenta como un texto bisagra entre los dos grandes momentos del seminario: el de estudio reflexivo y el propositivo. ",López
14,12/10/2022,Clase 4: Tiempo propositivo. Escritura de una fundamentación,"En la presente clase, nos proponemos comenzar un ejercicio de transformación tomando como objeto la práctica mapeada, para transformarla progresivamente en objeto de enseñanza. Por lo tanto, se ofrecerán pistas y orientaciones que les permitirán construir un texto reflexivo, argumentativo y de carácter individual que se constituirá como fundamentación de la propuesta de enseñanza solicitada en el DTF. De esta manera, dicha escritura se presenta como un texto bisagra entre los dos grandes momentos del seminario: el de estudio reflexivo y el propositivo. ",Pacheco
14,12/10/2022,Clase 4: Tiempo propositivo. Escritura de una fundamentación,"En la presente clase, nos proponemos comenzar un ejercicio de transformación tomando como objeto la práctica mapeada, para transformarla progresivamente en objeto de enseñanza. Por lo tanto, se ofrecerán pistas y orientaciones que les permitirán construir un texto reflexivo, argumentativo y de carácter individual que se constituirá como fundamentación de la propuesta de enseñanza solicitada en el DTF. De esta manera, dicha escritura se presenta como un texto bisagra entre los dos grandes momentos del seminario: el de estudio reflexivo y el propositivo. ",Sandrone
15,2/11/2022,Clase 5: Tiempo propositivo. Diseño de un guion conjetural,"A lo largo de todo el recorrido por los seminarios, hemos estructurado nuestra manera de llegar a ustedes a través de clases. Todo un corpus de saberes, contenidos y definiciones se han materializado en propuestas de materiales, recursos, actividades y formas particulares de evaluar, hacer el seguimiento y la devolución. La idea que subyace es que todas esas clases, al tiempo que transmiten saberes, producen un saber en sí mismas y se articulan como un dispositivo. Ese modo de pensar la propuesta nos permite ahora ponernos en este rol: el de proyectar qué clases, actividades, dinámicas y modos, en definitiva qué dispositivo podemos imaginar para enseñar los contenidos que ustedes han considerado valiosos (tarea que han desarrollado mediante el recorte y justificación de su enfoque de enseñanza en la clase anterior). En esta parte del Seminario de Trabajo Final, esa propuesta tomará la forma de un guion conjetural. A continuación, ofrecemos una aproximación a sus sentidos y particularidades como género didáctico, así como también ejemplos y orientaciones para su construcción.",Bombini
15,2/11/2022,Clase 5: Tiempo propositivo. Diseño de un guion conjetural,"A lo largo de todo el recorrido por los seminarios, hemos estructurado nuestra manera de llegar a ustedes a través de clases. Todo un corpus de saberes, contenidos y definiciones se han materializado en propuestas de materiales, recursos, actividades y formas particulares de evaluar, hacer el seguimiento y la devolución. La idea que subyace es que todas esas clases, al tiempo que transmiten saberes, producen un saber en sí mismas y se articulan como un dispositivo. Ese modo de pensar la propuesta nos permite ahora ponernos en este rol: el de proyectar qué clases, actividades, dinámicas y modos, en definitiva qué dispositivo podemos imaginar para enseñar los contenidos que ustedes han considerado valiosos (tarea que han desarrollado mediante el recorte y justificación de su enfoque de enseñanza en la clase anterior). En esta parte del Seminario de Trabajo Final, esa propuesta tomará la forma de un guion conjetural. A continuación, ofrecemos una aproximación a sus sentidos y particularidades como género didáctico, así como también ejemplos y orientaciones para su construcción.",Borgani
15,2/11/2022,Clase 5: Tiempo propositivo. Diseño de un guion conjetural,"A lo largo de todo el recorrido por los seminarios, hemos estructurado nuestra manera de llegar a ustedes a través de clases. Todo un corpus de saberes, contenidos y definiciones se han materializado en propuestas de materiales, recursos, actividades y formas particulares de evaluar, hacer el seguimiento y la devolución. La idea que subyace es que todas esas clases, al tiempo que transmiten saberes, producen un saber en sí mismas y se articulan como un dispositivo. Ese modo de pensar la propuesta nos permite ahora ponernos en este rol: el de proyectar qué clases, actividades, dinámicas y modos, en definitiva qué dispositivo podemos imaginar para enseñar los contenidos que ustedes han considerado valiosos (tarea que han desarrollado mediante el recorte y justificación de su enfoque de enseñanza en la clase anterior). En esta parte del Seminario de Trabajo Final, esa propuesta tomará la forma de un guion conjetural. A continuación, ofrecemos una aproximación a sus sentidos y particularidades como género didáctico, así como también ejemplos y orientaciones para su construcción.",Santos La Rosa
15,2/11/2022,Clase 5: Tiempo propositivo. Diseño de un guion conjetural,"A lo largo de todo el recorrido por los seminarios, hemos estructurado nuestra manera de llegar a ustedes a través de clases. Todo un corpus de saberes, contenidos y definiciones se han materializado en propuestas de materiales, recursos, actividades y formas particulares de evaluar, hacer el seguimiento y la devolución. La idea que subyace es que todas esas clases, al tiempo que transmiten saberes, producen un saber en sí mismas y se articulan como un dispositivo. Ese modo de pensar la propuesta nos permite ahora ponernos en este rol: el de proyectar qué clases, actividades, dinámicas y modos, en definitiva qué dispositivo podemos imaginar para enseñar los contenidos que ustedes han considerado valiosos (tarea que han desarrollado mediante el recorte y justificación de su enfoque de enseñanza en la clase anterior). En esta parte del Seminario de Trabajo Final, esa propuesta tomará la forma de un guion conjetural. A continuación, ofrecemos una aproximación a sus sentidos y particularidades como género didáctico, así como también ejemplos y orientaciones para su construcción.",Davini
15,2/11/2022,Clase 5: Tiempo propositivo. Diseño de un guion conjetural,"A lo largo de todo el recorrido por los seminarios, hemos estructurado nuestra manera de llegar a ustedes a través de clases. Todo un corpus de saberes, contenidos y definiciones se han materializado en propuestas de materiales, recursos, actividades y formas particulares de evaluar, hacer el seguimiento y la devolución. La idea que subyace es que todas esas clases, al tiempo que transmiten saberes, producen un saber en sí mismas y se articulan como un dispositivo. Ese modo de pensar la propuesta nos permite ahora ponernos en este rol: el de proyectar qué clases, actividades, dinámicas y modos, en definitiva qué dispositivo podemos imaginar para enseñar los contenidos que ustedes han considerado valiosos (tarea que han desarrollado mediante el recorte y justificación de su enfoque de enseñanza en la clase anterior). En esta parte del Seminario de Trabajo Final, esa propuesta tomará la forma de un guion conjetural. A continuación, ofrecemos una aproximación a sus sentidos y particularidades como género didáctico, así como también ejemplos y orientaciones para su construcción.",Edelstein
15,2/11/2022,Clase 5: Tiempo propositivo. Diseño de un guion conjetural,"A lo largo de todo el recorrido por los seminarios, hemos estructurado nuestra manera de llegar a ustedes a través de clases. Todo un corpus de saberes, contenidos y definiciones se han materializado en propuestas de materiales, recursos, actividades y formas particulares de evaluar, hacer el seguimiento y la devolución. La idea que subyace es que todas esas clases, al tiempo que transmiten saberes, producen un saber en sí mismas y se articulan como un dispositivo. Ese modo de pensar la propuesta nos permite ahora ponernos en este rol: el de proyectar qué clases, actividades, dinámicas y modos, en definitiva qué dispositivo podemos imaginar para enseñar los contenidos que ustedes han considerado valiosos (tarea que han desarrollado mediante el recorte y justificación de su enfoque de enseñanza en la clase anterior). En esta parte del Seminario de Trabajo Final, esa propuesta tomará la forma de un guion conjetural. A continuación, ofrecemos una aproximación a sus sentidos y particularidades como género didáctico, así como también ejemplos y orientaciones para su construcción.",Larrosa
17,3/3/2022,Miramos secuencias didácticas,"El trabajo final de la Actualización consistirá en el análisis de una secuencia didáctica diseñada para Tu Escuela en Casa y la construcción de posibles intervenciones. Para ello, será necesario que previo al cursado del Seminario de Trabajo Final realicen las tareas que se detallan en la pestaña “Miramos secuencias didácticas”. Allí encontrarán las orientaciones.",Equipo de autores de Tu Escuela en Casa
18,4/5/2022,Clase 1: Por qué y para qué enseñar ciencias sociales en la Educación Primaria,"La enseñanza de las ciencias sociales en la escuela primaria asume sentidos y lógica propios dentro de estos interrogantes. ¿Para qué enseñar ciencias sociales en la escuela Primaria? ¿Cuáles son los sentidos fijados por los diseños curriculares y leyes? ¿Cuáles son aquellos en los que cree cada uno/a de nosotros/as? Reflexionar y debatir sobre esto nos puede permitir revisar nuestras prácticas desde los fundamentos que les dan sentido, y, desde allí, plantearnos qué nos parece necesario cambiar, qué es aquello que creemos valioso y deseamos sostener, y qué dejaríamos de hacer.",Aisenberg
18,4/5/2022,Clase 1: Por qué y para qué enseñar ciencias sociales en la Educación Primaria,"La enseñanza de las ciencias sociales en la escuela primaria asume sentidos y lógica propios dentro de estos interrogantes. ¿Para qué enseñar ciencias sociales en la escuela Primaria? ¿Cuáles son los sentidos fijados por los diseños curriculares y leyes? ¿Cuáles son aquellos en los que cree cada uno/a de nosotros/as? Reflexionar y debatir sobre esto nos puede permitir revisar nuestras prácticas desde los fundamentos que les dan sentido, y, desde allí, plantearnos qué nos parece necesario cambiar, qué es aquello que creemos valioso y deseamos sostener, y qué dejaríamos de hacer.",Terigi
18,4/5/2022,Clase 1: Por qué y para qué enseñar ciencias sociales en la Educación Primaria,"La enseñanza de las ciencias sociales en la escuela primaria asume sentidos y lógica propios dentro de estos interrogantes. ¿Para qué enseñar ciencias sociales en la escuela Primaria? ¿Cuáles son los sentidos fijados por los diseños curriculares y leyes? ¿Cuáles son aquellos en los que cree cada uno/a de nosotros/as? Reflexionar y debatir sobre esto nos puede permitir revisar nuestras prácticas desde los fundamentos que les dan sentido, y, desde allí, plantearnos qué nos parece necesario cambiar, qué es aquello que creemos valioso y deseamos sostener, y qué dejaríamos de hacer.",Siede
19,11/5/2022,Clase 2: Enseñar ciencias sociales en la escuela Primaria,"En esta clase, proponemos hacer foco en la tarea de construcción, creación e invención que llevamos adelante los docentes cuando decidimos qué, cómo y con qué propósitos vamos a enseñar, desde qué perspectivas, qué experiencias les ofreceremos a los chicos, qué les propondremos leer, observar, cuestionar, discutir.",Litwin
19,11/5/2022,Clase 2: Enseñar ciencias sociales en la escuela Primaria,"En esta clase, proponemos hacer foco en la tarea de construcción, creación e invención que llevamos adelante los docentes cuando decidimos qué, cómo y con qué propósitos vamos a enseñar, desde qué perspectivas, qué experiencias les ofreceremos a los chicos, qué les propondremos leer, observar, cuestionar, discutir.",Segal
19,11/5/2022,Clase 2: Enseñar ciencias sociales en la escuela Primaria,"En esta clase, proponemos hacer foco en la tarea de construcción, creación e invención que llevamos adelante los docentes cuando decidimos qué, cómo y con qué propósitos vamos a enseñar, desde qué perspectivas, qué experiencias les ofreceremos a los chicos, qué les propondremos leer, observar, cuestionar, discutir.",Meirieu
19,11/5/2022,Clase 2: Enseñar ciencias sociales en la escuela Primaria,"En esta clase, proponemos hacer foco en la tarea de construcción, creación e invención que llevamos adelante los docentes cuando decidimos qué, cómo y con qué propósitos vamos a enseñar, desde qué perspectivas, qué experiencias les ofreceremos a los chicos, qué les propondremos leer, observar, cuestionar, discutir.",Siede
19,11/5/2022,Clase 2: Enseñar ciencias sociales en la escuela Primaria,"En esta clase, proponemos hacer foco en la tarea de construcción, creación e invención que llevamos adelante los docentes cuando decidimos qué, cómo y con qué propósitos vamos a enseñar, desde qué perspectivas, qué experiencias les ofreceremos a los chicos, qué les propondremos leer, observar, cuestionar, discutir.",Aisenberg
19,11/5/2022,Clase 2: Enseñar ciencias sociales en la escuela Primaria,"En esta clase, proponemos hacer foco en la tarea de construcción, creación e invención que llevamos adelante los docentes cuando decidimos qué, cómo y con qué propósitos vamos a enseñar, desde qué perspectivas, qué experiencias les ofreceremos a los chicos, qué les propondremos leer, observar, cuestionar, discutir.",Gojman
20,5/10/2022,Clase 1: La enseñanza como problema cuando se altera el aula monogrado,"Presentaremos en esta clase algunos conceptos básicos que nos permitan comprender cómo se ha consolidado la enseñanza simultánea en el nivel Secundario (en rigor, en todo el sistema escolar), y qué desafíos plantean los pluricursos del PIT a este respecto. Estos planteamientos nos permitirán, avanzado el módulo, conocer otras formas de organización de la enseñanza y, eventualmente, tomar de ellas aportes para repensar la enseñanza en el pluricurso.",Castro
20,5/10/2022,Clase 1: La enseñanza como problema cuando se altera el aula monogrado,"Presentaremos en esta clase algunos conceptos básicos que nos permitan comprender cómo se ha consolidado la enseñanza simultánea en el nivel Secundario (en rigor, en todo el sistema escolar), y qué desafíos plantean los pluricursos del PIT a este respecto. Estos planteamientos nos permitirán, avanzado el módulo, conocer otras formas de organización de la enseñanza y, eventualmente, tomar de ellas aportes para repensar la enseñanza en el pluricurso.",Terigi
20,5/10/2022,Clase 1: La enseñanza como problema cuando se altera el aula monogrado,"Presentaremos en esta clase algunos conceptos básicos que nos permitan comprender cómo se ha consolidado la enseñanza simultánea en el nivel Secundario (en rigor, en todo el sistema escolar), y qué desafíos plantean los pluricursos del PIT a este respecto. Estos planteamientos nos permitirán, avanzado el módulo, conocer otras formas de organización de la enseñanza y, eventualmente, tomar de ellas aportes para repensar la enseñanza en el pluricurso.",Beltramino
20,5/10/2022,Clase 1: La enseñanza como problema cuando se altera el aula monogrado,"Presentaremos en esta clase algunos conceptos básicos que nos permitan comprender cómo se ha consolidado la enseñanza simultánea en el nivel Secundario (en rigor, en todo el sistema escolar), y qué desafíos plantean los pluricursos del PIT a este respecto. Estos planteamientos nos permitirán, avanzado el módulo, conocer otras formas de organización de la enseñanza y, eventualmente, tomar de ellas aportes para repensar la enseñanza en el pluricurso.",Galán
20,5/10/2022,Clase 1: La enseñanza como problema cuando se altera el aula monogrado,"Presentaremos en esta clase algunos conceptos básicos que nos permitan comprender cómo se ha consolidado la enseñanza simultánea en el nivel Secundario (en rigor, en todo el sistema escolar), y qué desafíos plantean los pluricursos del PIT a este respecto. Estos planteamientos nos permitirán, avanzado el módulo, conocer otras formas de organización de la enseñanza y, eventualmente, tomar de ellas aportes para repensar la enseñanza en el pluricurso.",Martino
20,5/10/2022,Clase 1: La enseñanza como problema cuando se altera el aula monogrado,"Presentaremos en esta clase algunos conceptos básicos que nos permitan comprender cómo se ha consolidado la enseñanza simultánea en el nivel Secundario (en rigor, en todo el sistema escolar), y qué desafíos plantean los pluricursos del PIT a este respecto. Estos planteamientos nos permitirán, avanzado el módulo, conocer otras formas de organización de la enseñanza y, eventualmente, tomar de ellas aportes para repensar la enseñanza en el pluricurso.",Yafar
20,5/10/2022,Clase 1: La enseñanza como problema cuando se altera el aula monogrado,"Presentaremos en esta clase algunos conceptos básicos que nos permitan comprender cómo se ha consolidado la enseñanza simultánea en el nivel Secundario (en rigor, en todo el sistema escolar), y qué desafíos plantean los pluricursos del PIT a este respecto. Estos planteamientos nos permitirán, avanzado el módulo, conocer otras formas de organización de la enseñanza y, eventualmente, tomar de ellas aportes para repensar la enseñanza en el pluricurso.",Perrenoud
20,5/10/2022,Clase 1: La enseñanza como problema cuando se altera el aula monogrado,"Presentaremos en esta clase algunos conceptos básicos que nos permitan comprender cómo se ha consolidado la enseñanza simultánea en el nivel Secundario (en rigor, en todo el sistema escolar), y qué desafíos plantean los pluricursos del PIT a este respecto. Estos planteamientos nos permitirán, avanzado el módulo, conocer otras formas de organización de la enseñanza y, eventualmente, tomar de ellas aportes para repensar la enseñanza en el pluricurso.",Tyack
20,5/10/2022,Clase 1: La enseñanza como problema cuando se altera el aula monogrado,"Presentaremos en esta clase algunos conceptos básicos que nos permitan comprender cómo se ha consolidado la enseñanza simultánea en el nivel Secundario (en rigor, en todo el sistema escolar), y qué desafíos plantean los pluricursos del PIT a este respecto. Estos planteamientos nos permitirán, avanzado el módulo, conocer otras formas de organización de la enseñanza y, eventualmente, tomar de ellas aportes para repensar la enseñanza en el pluricurso.",Tobin
